"Address","City","Bd1","Bth1","Sqft","LotSz1","LotUnit","Year","Date","Sqft.dollor","DOM.CDOM","OrgPrice","LstPrice","SalPrice","SP.LP","zip"
"8737 Pacific Hills Way","Sacramento","4","2 (2 0)",1661,11300,"sf","1987",2015-02-02,132.45,"2/81",220000,"220,000","220000",100,95828
"8116 Cottonmill Cir","Sacramento","3","2 (2 0)",1364,0.1351,"ac","1980",2015-02-03,161.29,"15/15",209000,"225,000","220000",97.78,95828
"7552 Cottontree Way","Sacramento","4","3 (2 1)",1818,0.1157,"ac","1978",2014-11-25,121.01,"32/32",238500,"220,000","220000",100,95828
"7431 Mills Grove","Sacramento","4","2 (2 0)",1729,9801,"sf","1982",2014-11-20,127.24,"15/15",214980,"220,000","220000",100,95828
"7800 SANDILANDS Wa","Sacramento","4","2 (2 0)",1590,0.17,"ac","1987",2014-12-31,138.36,"65/65",230000,"224,900","220000",97.82,95828
"8749 Pacific Hills Way","Sacramento","3","2 (2 0)",1468,0.1379,"ac","1987",2014-10-31,149.86,"31/31",219900,"219,900","220000",100.05,95828
"8223 Turnbury Dr","Sacramento","3","2 (2 0)",1650,0.1543,"ac","1990",2015-01-09,133.94,"63/63",239000,"234,900","221000",94.08,95828
"7752 Southbreeze Dr","Sacramento","3-4","2 (2 0)",1420,0.1309,"ac","1989",2014-11-24,156.34,"19/19",225000,"225,000","222000",98.67,95828
"8299 Timber Cove","Sacramento","2","2 (2 0)",1343,0.1985,"ac","1992",2014-12-12,165.3,"3/4",200000,"200,000","222000",111,95828
"8008 White Castle Way","Sacramento","3","3 (2 1)",1623,0.1248,"ac","1988",2014-09-16,136.78,"111/308",269000,"235,000","222000",94.47,95828
"8231 Montreux Way","Sacramento","3","2 (2 0)",1185,0.1453,"ac","1989",2014-08-28,187.34,"4/4",224950,"224,950","222000",98.69,95828
"8013 Stutz Ct","Sacramento","3","2 (2 0)",1225,0.1141,"ac","1986",2014-08-27,182.04,"41/41",220000,"220,000","223000",101.36,95828
"8232 Exbourne Cir","Sacramento","4","2 (2 0)",1811,0.1389,"ac","1990",2014-12-31,124.24,"201/201",185000,"225,000","225000",100,95828
"8300 Auberry","Sacramento","4","2 (2 0)",1442,0.1272,"ac","1986",2014-08-28,156.03,"27/27",240000,"240,000","225000",93.75,95828
"8412 Sutter Buttes","Sacramento","4","2 (2 0)",1590,0.16,"ac","1988",2014-09-24,141.51,"13/49",227988,"227,988","225000",98.69,95828
"8134 Darien Cir","Sacramento","3","2 (2 0)",1364,0.1326,"ac","1987",2015-02-02,164.96,"31/31",225999,"225,999","225000",99.56,95828
"8250 Point Arena","Sacramento","2","2 (2 0)",1343,0.1218,"ac","1993",2014-11-17,167.54,"3/3",225000,"225,000","225000",100,95828
"8352 Newfield Cir","Sacramento","4","2 (2 0)",1591,0.1416,"ac","1980",2015-01-16,141.42,"27/27",234900,"234,900","225000",95.79,95828
"8173 Cottonmill Cir","Sacramento","4","3 (3 0)",1818,0.1351,"ac","1979",2015-02-06,123.76,"39/39",229900,"229,900","225000",97.87,95828
"8672 Pacific Hills","Sacramento","3","2 (2 0)",1468,0.1653,"ac","1987",2015-01-08,153.27,"4/97",225000,"225,000","225000",100,95828
"8300 Halbrite Way","Sacramento","4","2 (2 0)",1590,0.14,"ac","1986",2014-11-24,141.51,"16/37",230000,"230,000","225000",97.83,95828
"7672 Pekoe","Sacramento","3","2 (2 0)",1489,0.14,"ac","1993",2015-01-27,151.11,"26/26",234900,"234,900","225000",95.79,95828
"8320 Blue Quail Ct","Sacramento","3","2 (2 0)",1152,0.1641,"ac","1990",2014-09-23,196.18,"4/4",215000,"226,000","226000",100,95828
"8121 Mills Gap Way","Sacramento","4","2 (2 0)",1713,0.2474,"ac","1979",2014-10-03,134.27,"6/6",219000,"219,000","230000",105.02,95828
"8104 Bucks Harbor Way","Sacramento","4","3 (2 1)",1848,0.1275,"ac","1988",2015-01-07,124.46,"54/54",245000,"245,000","230000",93.88,95828
"7946 Bucks Harbor Way","Sacramento","3","2 (2 0)",1407,0.1377,"ac","1987",2015-02-03,163.47,"3/3",234900,"234,900","230000",97.91,95828
"7432 Florinda Way","Sacramento","4","2 (2 0)",1427,0.17,"ac","1973",2014-09-12,161.18,"4/4",225000,"225,000","230000",102.22,95828
"8636 Delahye Cir","Sacramento","3","2 (2 0)",1529,0.1376,"ac","1987",2014-09-22,150.43,"51/51",242500,"234,900","230000",97.91,95828
"8283 Moorhaven Way","Sacramento","4","2 (2 0)",1447,0.1422,"ac","1982",2014-12-04,159.64,"13/13",225000,"225,000","231000",102.67,95828
"8120 Spengler Dr","Sacramento","3","2 (2 0)",1702,0.1475,"ac","1990",2014-12-16,136.02,"28/28",229900,"229,900","231500",100.7,95828
"7240 Frasinetti Rd","Sacramento","4","2 (2 0)",1717,0.313,"ac","1912",2014-11-04,135.12,"88/292",259900,"239,900","232000",96.71,95828
"8133 Auberry Dr","Sacramento","3","2 (2 0)",1527,0.1423,"ac","1985",2014-09-05,152.26,"13/13",232000,"232,000","232500",100.22,95828
"8373 Stonybeck Cir","Sacramento","3","2 (2 0)",1628,0.1194,"ac","1990",2014-09-19,143.12,"7/7",250000,"250,000","233000",93.2,95828
"20 Beckford Ct","Sacramento","4","3 (2 1)",1546,0.18,"ac","1990",2014-10-24,150.71,"64/64",265000,"239,000(V)","233000",97.49,95828
"8035 Golden Meadow D","Sacramento","4","2 (2 0)",1468,0.1494,"ac","1987",2014-12-23,159.4,"10/10",239999,"239,999","234000",97.5,95828
"7701 Mcbeth Way","Sacramento","4","3 (3 0)",1829,0.1461,"ac","1976",2015-02-18,128.35,"103/103",245900,"234,750","234750",100,95828
"8001 Northern Oak Cir","Sacramento","3","2 (2 0)",1567,0.1435,"ac","1990",2015-01-23,149.97,"83/96",256900,"248,500","235000",94.57,95828
"7780 52ND Ave","Sacramento","3","2 (2 0)",1725,0.1269,"ac","2006",2014-08-01,136.23,"65/65",249888,"238,000","235000",98.74,95828
"7767 Tamarindo Bay","Sacramento","3","2 (2 0)",1810,0.1635,"ac","2002",2014-09-16,129.83,"147/147",279000,"261,000","235000",90.04,95828
"8109 Cottonwood Ln","Sacramento","4","2 (2 0)",1800,0.1277,"ac","1988",2014-08-28,130.56,"6/143",239950,"239,950","235000",97.94,95828
"8680 Tiogawoods Dr","Sacramento","3","2 (2 0)",1622,0.1501,"ac","1987",2014-08-28,144.88,"8/8",225000,"225,000","235000",104.44,95828
"7480 Palmer House Dr","Sacramento","5","3 (3 0)",2119,5300,"sf","1978",2014-11-05,110.9,"45/45",249990,"234,999","235000",100,95828
"8352 Honeycomb Way","Sacramento","4","3 (3 0)",1860,0.1328,"ac","1990",2014-12-10,126.88,"78/78",255000,"239,700","236000",98.46,95828
"8409 Honeycomb Way","Sacramento","4","3 (3 0)",2159,0.1194,"ac","1990",2014-12-12,110.24,"31/31",260000,"244,995","238000",97.14,95828
"8889 Billfish Way","Sacramento","3","2 (2 0)",1810,0.109,"ac","2002",2014-11-04,132.6,"34/129",249900,"240,000","240000",100,95828
"8541 New West Ct","Sacramento","3","2 (2 0)",1427,0.1295,"ac","1992",2014-11-20,168.19,"31/31",240000,"236,000","240000",101.69,95828
"8280 Calla Way","Sacramento","3","2 (2 0)",1341,0.1514,"ac","1987",2014-10-29,178.97,"4/8",234530,"234,530","240000",102.33,95828
"8171 Beringer Ct","Sacramento","3","2 (2 0)",1289,0.1711,"ac","1989",2014-10-23,186.19,"4/53",239900,"239,000","240000",100.42,95828
"8634 Amesbury Ct","Sacramento","4","2 (2 0)",1587,6534,"sf","1987",2014-08-22,152.17,"13/13",229900,"229,900","241500",105.05,95828
"7921 Sandsprit Ct","Sacramento","3-4","2 (2 0)",1590,11979,"sf","1993",2014-08-13,152.2,"21/21",249999,"249,999","242000",96.8,95828
"8091 Bucks Harbor Way","Sacramento","3","3 (2 1)",1623,5198,"sf","1988",2014-08-01,150.96,"91/91",244000,"244,000","245000",100.41,95828
"8676 Duryea Dr","Sacramento","4","3 (3 0)",2060,0.1539,"ac","1987",2014-10-02,118.93,"84/84",259000,"259,000","245000",94.59,95828
"8121 Northern Oak Cir","Sacramento","3","2 (2 0)",1381,0.2329,"ac","1990",2015-02-04,177.41,"17/61",249950,"249,950","245000",98.02,95828
"8406 Cassatt Way","Sacramento","4","2 (2 0)",1716,0.158,"ac","1992",2014-08-29,144.23,"16/16",260000,"260,000","247500",95.19,95828
"7729 Renton Way","Sacramento","5","3 (3 0)",2119,0.1335,"ac","1977",2014-08-29,116.8,"20/20",242500,"242,500","247500",102.06,95828
"8590 New Forest Dr","Sacramento","3","2 (2 0)",1513,5454,"sf","2014",2014-08-13,164.9,"25/101",249500,"249,500","249500",100,95828
"8641 Dedion Ct","Sacramento","3","2 (2 0)",1529,0.4988,"ac","1988",2014-09-10,163.51,"34/34",265000,"256,000","250000",97.66,95828
"8315 Boron Way","Sacramento","3","2 (2 0)",1527,0.2299,"ac","1986",2014-10-31,163.72,"7/7",244900,"244,900","250000",102.08,95828
"8903 Billfish Way","Sacramento","3","3 (3 0)",1810,0.1253,"ac","2002",2014-12-26,138.12,"40/40",256990,"256,990","250000",97.28,95828
"8005 Northern Oak Cir","Sacramento","3","2 (2 0)",1557,0.1228,"ac","1990",2014-12-23,160.57,"5/5",250000,"250,000","250000",100,95828
"8556 New Star Cir","Sacramento","4","2 (2 0)",1546,0.1596,"ac","1994",2014-10-31,161.71,"8/8",245000,"250,000","250000",100,95828
"8005 Spengler Dr","Sacramento","4","2 (2 0)",1828,0.1348,"ac","1989",2015-01-13,138.95,"28/88",258500,"258,500","254000",98.26,95828
"7935 Bucks Harbor Way","Sacramento","4","2 (2 0)",1791,0.1357,"ac","1988",2015-01-28,142.38,"30/30",269000,"269,000","255000",94.8,95828
"8358 Triad","Sacramento","4","3 (3 0)",2067,0.1194,"ac","1990",2014-12-10,124.33,"53/53",265000,"257,000","257000",100,95828
"8557 Vintage Park Dr","Sacramento","3","2 (2 0)",1644,0.1714,"ac","1987",2014-11-18,156.33,"33/33",265000,"250,000","257000",102.8,95828
"7821 Verna Mae Ave","Sacramento","3","3 (3 0)",2313,0.16,"ac","1969",2014-10-24,111.98,"6/6",277000,"277,000","259000",93.5,95828
"8804 Bridalsmith Dr","Sacramento","3","2 (2 0)",1704,0.1515,"ac","1991",2014-08-25,152,"5/5",255000,"255,000","259000",101.57,95828
"7991 Springarden Way","Sacramento","4","2 (2 0)",1810,0.1304,"ac","2005",2014-09-19,143.65,"85/85",275000,"265,000","260000",98.11,95828
"8424 De Rosa Ct","Sacramento","4","3 (3 0)",2029,0.1437,"ac","1990",2015-01-15,128.14,"109/156",298900,"274,900","260000",94.58,95828
"8367 Honeycomb Way","Sacramento","3","3 (2 1)",2070,0.1215,"ac","1990",2015-01-30,126.57,"63/63",268900,"252,900","262000",103.6,95828
"8425 Honeycomb Way","Sacramento","4","3 (2 1)",2070,0.1683,"ac","1991",2014-10-21,126.57,"3/3",270000,"270,000","262000",97.04,95828
"8659 Cord Way","Sacramento","4","3 (3 0)",1900,0.1601,"ac","1986",2014-10-31,139.47,"15/15",285000,"265,000","265000",100,95828
"8408 Baretta Ct","Sacramento","4","3 (3 0)",1879,0.1275,"ac","1990",2014-09-30,141.03,"24/24",279900,"269,000","265000",98.51,95828
"8619 Nash Way","Sacramento","4","3 (3 0)",2060,0.1814,"ac","1986",2014-12-24,130.83,"7/62",279900,"279,900","269500",96.28,95828
"8445 Casablanca Way","Sacramento","4","3 (3 0)",1879,0.1249,"ac","1992",2014-11-10,143.69,"28/28",284900,"274,900","270000",98.22,95828
"8268 Bedford Cove Way","Sacramento","3","3 (3 0)",1956,0.1323,"ac","1989",2014-12-10,139.06,"33/33",269900,"269,900","272000",100.78,95828
"8700 Brittany Park Dr","Sacramento","3","3 (2 1)",1736,0.2001,"ac","1987",2014-12-29,156.68,"27/122",278000,"276,900","272000",98.23,95828
"8618 Dorsey Way","Sacramento","3","2 (2 0)",1513,0.1506,"ac","2009",2014-10-28,179.78,"6/6",269000,"269,000","272001",101.12,95828
"8330 Spengler Dr","Sacramento","4","3 (3 0)",2159,0.185,"ac","1990",2014-10-13,126.45,"78/78",279000,"273,600","273000",99.78,95828
"8201 Derbyshire Cir","Sacramento","4","3 (2 1)",1872,0.1702,"ac","1988",2014-09-02,146.9,"3/3",275000,"275,000","275000",100,95828
"8849 Hollowstone Way","Sacramento","4","3 (3 0)",2206,0.1542,"ac","1990",2015-01-16,124.66,"89/89",312990,"275,000","275000",100,95828
"8311 Blue Quail Ct","Sacramento","3","2 (2 0)",1443,0.2392,"ac","1990",2015-02-02,191.09,"5/5",274900,"274,900","275750",100.31,95828
"8344 Linderhof Way","Sacramento","4","2 (2 0)",1999,0.1194,"ac","2002",2014-09-17,138.57,"13/13",277000,"277,000","277000",100,95828
"8594 Underhill Dr","Sacramento","3","2 (2 0)",1513,5292,"sf","2014",2014-11-21,183.74,"3/3",278000,"278,000","278000",100,95828
"8751 Hollowstone Way","Sacramento","3","2 (2 0)",1704,0.1673,"ac","1990",2014-11-24,163.73,"15/15",279000,"279,000","279000",100,95828
"8156 point loma Way","Sacramento","4","3 (3 0)",2343,0.1433,"ac","1989",2014-10-15,119.08,"40/40",294950,"294,950","279000",94.59,95828
"8845 Amberjack Way","Sacramento","4","3 (2 1)",2161,0.1134,"ac","2003",2014-10-06,129.8,"89/89",294900,"280,500","280500",100,95828
"8182 Darien Cir","Sacramento","4","3 (2 1)",2049,0.1326,"ac","1987",2014-09-19,139.09,"73/123",289900,"289,800","285000",98.34,95828
"8720 Kentshire Way","Sacramento","4","3 (3 0)",2000,0.1473,"ac","1989",2014-08-13,142.5,"9/27",285000,"285,000","285000",100,95828
"8801 Bridgeshire Way","Sacramento","3","2 (2 0)",1616,0.2119,"ac","1988",2014-09-03,176.36,"10/10",285000,"285,000","285000",100,95828
"8814 Brittany Park Dr","Sacramento","4","2 (2 0)",1758,0.1722,"ac","1989",2014-12-12,163.25,"32/32",295000,"295,000","287000",97.29,95828
"7341 Krishna Dr","Sacramento","5","3 (3 0)",2359,0.123,"ac","2005",2014-12-01,122.3,"5/5",285000,"285,000","288500",101.23,95828
"8590 Underhill Dr","Sacramento","4","2 (2 0)",1686,5700,"sf","2014",2014-11-26,171.95,"7/7",298000,"292,000","289900",99.28,95828
"8591 Underhill Dr","Sacramento","4","2 (2 0)",1686,5292,"sf","2014",2014-09-19,173.19,"153/153",309900,"292,000","292000",100,95828
"8570 Traynor Way","Sacramento","4","3 (3 0)",2187,0.1511,"ac","1992",2014-11-06,134.89,"27/27",309000,"295,000","295000",100,95828
"8304 FOYNES Way","Sacramento","4","3 (3 0)",2092,0.2432,"ac","1989",2014-11-10,141.97,"6/6",297000,"297,000","297000",100,95828
"8880 Billfish Way","Sacramento","4","3 (2 1)",2302,4725,"sf","2002",2014-12-30,129.45,"15/15",300000,"300,000","298000",99.33,95828
"8420 Tawny Ct","Sacramento","4","3 (3 0)",2029,0.4831,"ac","1989",2014-12-04,147.86,"2/2",289900,"289,900","300000",103.48,95828
"8659 Nash Way","Sacramento","4","3 (3 0)",2060,6050,"sf","1986",2014-08-29,146.6,"15/15",305990,"305,990","302000",98.7,95828
"7984 Clavell Ct","Sacramento","4","3 (3 0)",1940,0.284,"ac","1990",2014-11-18,157.22,"45/105",329000,"329,000(V)","305000",92.71,95828
"7900 Iona Way","Sacramento","4","3 (3 0)",1804,0.1533,"ac","2014",2014-12-30,170.18,"41/41",319500,"319,500","307000",96.09,95828
"8109 Maid Marion Ct","Sacramento","3","3 (3 0)",2206,0.1469,"ac","1990",2014-08-27,141.43,"17/17",310000,"310,000","312000",100.65,95828
"8787 Liscarney Way","Sacramento","5","3 (3 0)",2737,0.1433,"ac","1989",2014-12-22,114.18,"32/32",327900,"327,900","312500",95.3,95828
"8191 Leilani Ct","Sacramento","4","3 (3 0)",1804,0.1533,"ac","Under C",2014-11-05,177.11,"3/3",319500,"319,500","319500",100,95828
"7912 Iona Way","Sacramento","4","3 (3 0)",1804,0.1533,"ac","2014",2014-09-30,177.11,"148/148",329990,"319,500","319500",100,95828
"7987 Bucks Harbor Way","Sacramento","4","3 (3 0)",2034,1.03,"ac","1988",2014-08-27,157.33,"12/12",319900,"319,900","320000",100.03,95828
"7921 Iona Way","Sacramento","4","3 (3 0)",2322,0.1252,"ac","2014",2015-01-14,148.58,"25/25",359950,"359,950","345000",95.85,95828
"7925 Iona Way","Sacramento","4","3 (3 0)",2322,0.1459,"ac","2014",2015-01-08,150.73,"244/244",389990,"379,500","350000",92.23,95828
"7780 Dolphinfish Way","Sacramento","5","3 (2 1)",3319,0.1335,"ac","2002",2014-08-26,109.67,"15/15",359900,"359,900","364000",101.14,95828
"8889 Sailfish Bay Cir","Sacramento","5","3 (3 0)",3753,0.1326,"ac","2003",2014-09-17,97.26,"19/19",375000,"375,000","365000",97.33,95828
"8829 Skyles Way","Sacramento","5","3 (3 0)",3753,0.1339,"ac","2003",2014-11-20,98.59,"18/18",375000,"375,000","370000",98.67,95828
"8230 Short Rd","Sacramento","3","3 (2 1)",1879,2,"ac","1977",2014-09-25,218.2,"128/128",495000,"400,000","410000",102.5,95828
"7700 Frost Way","Sacramento","3","2 (2 0)",1144,0.21,"ac","1964",2013-06-03,152.97,"7/7",172970,"172970","175000",101.17,95829
"8229 Cashel Way","Sacramento","3","2 (2 0)",1284,0.131,"ac","1989",2013-05-08,77.16,"2/2",75000,"75000","99075",132.1,95829
"8941 Emsdale Way","Sacramento","3","2 (2 0)",1284,0.125,"ac","1988",2013-07-16,85.67,"15/15",69900,"69900","110000",157.37,95829
"9041 Napa Valley Way","Sacramento","3","2 (2 0)",1255,0.132,"ac","1989",2013-04-05,91.63,"2/2",119900,"114900","115000",100.09,95829
"8128 Westray Dr","Sacramento","3","2 (2 0)",1284,0.114,"ac","1989",2013-03-27,95.4,"84/84",110000,"110000","122500",111.36,95829
"7838 Neyland Way","Sacramento","3","2 (2 0)",1339,0.134,"ac","2002",2013-02-15,104.56,"118/118",148800,"148800","140000",94.09,95829
"7886 Empingham Way","Sacramento","3","2 (2 0)",1137,0.157,"ac","2000",2013-01-16,123.13,"5/5",135000,"135000","140000",103.7,95829
"8110 Kingsbridge Dr","Sacramento","3","2 (2 0)",1284,0.117,"ac","1990",2013-05-31,109.03,"35/35",165000,"140000","140000",100,95829
"8955 Florin Rd","Sacramento","2","1 (1 0)",1560,2.34,"ac","1930",2013-02-05,91.99,"48/48",190000,"143500","143500",100,95829
"6350 Hedge Ave","Sacramento","2","1 (1 0)",1016,1.77,"ac","1953",2013-02-20,141.63,"0/0",150000,"150000","143900",95.93,95829
"9450 Garnkirk Ct","Sacramento","3","2 (2 0)",1350,0.15,"ac","1996",2013-05-29,107.41,"0/0",145000,"145000","145000",100,95829
"7916 Kelvedon Way","Sacramento","4","2 (2 0)",1577,0.108,"ac","2000",2013-05-07,92.2,"28/105",145000,"145000","145400",100.28,95829
"9446 Garnkirk Ct","Sacramento","3","2 (2 0)",1155,0.128,"ac","1996",2013-05-20,129.87,"2/2",140000,"140000","150000",107.14,95829
"9160 Kinbrace Ct","Sacramento","3","2 (2 0)",1632,0.139,"ac","1990",2013-02-13,94.98,"14/14",155000,"155000","155000",100,95829
"9150 Sea Ridge Ct","Sacramento","3","2 (2 0)",1389,0.159,"ac","1998",2013-03-18,111.59,"10/10",159000,"149000","155000",104.03,95829
"8016 Caymus Dr","Sacramento","3","2 (2 0)",1362,5936,"sf","1989",2013-02-14,113.8,"0/56",135000,"135000","155000",114.81,95829
"7808 Empingham Way","Sacramento","3","2 (2 0)",1137,0.139,"ac","2002",2013-06-14,137.2,"7/7",135900,"135900","156000",114.79,95829
"8056 Montevina Dr","Sacramento","4","2 (2 0)",1608,0.14,"ac","1991",2013-05-06,97.67,"1/1",130000,"130000","157050",120.81,95829
"7925 Bamburgh Ct","Sacramento","3","2 (2 0)",1339,0.118,"ac","2001",2013-05-03,119.42,"0/0",159900,"159900","159900",100,95829
"8042 Bothwell Dr","Sacramento","3","2 (2 0)",1155,0.119,"ac","1994",2013-01-25,138.53,"7/7",150000,"150000","160000",106.67,95829
"7945 Fincastle Ct","Sacramento","4","2 (2 0)",1577,0.141,"ac","2001",2013-02-26,101.46,"4/4",160000,"160000","160000",100,95829
"8254 Rendham Way","Sacramento","3","2 (2 0)",1340,0.115,"ac","1997",2013-01-29,119.4,"1/1",169900,"156800","160000",102.04,95829
"9220 Sweetdale Ct","Sacramento","3","2 (2 0)",1330,5678,"sf","1999",2013-03-07,121.05,"4/4",155000,"155000","161000",103.87,95829
"7831 Dersingham Dr","Sacramento","4","2 (2 0)",1577,NA,NA,"2002",2013-04-17,102.09,"1/1",155000,"155000","161000",103.87,95829
"8184 Kirkwall Ct","Sacramento","4","3 (3 0)",1710,NA,NA,"1989",2013-02-15,96.49,"1/1",170000,"170000","165000",97.06,95829
"9247 Colonsay Way","Sacramento","3","2 (2 0)",1284,0.143,"ac","1989",2013-06-27,128.5,"2/2",140000,"165000","165000",100,95829
"8280 Iron Gorge Dr","Sacramento","3","2 (2 0)",1491,0.13,"ac","2000",2013-02-22,110.66,"74/74",158000,"158000","165000",104.43,95829
"9374 Morcott Way","Sacramento","4","3 (3 0)",1765,0.113,"ac","1993",2013-03-01,93.48,"17/17",165000,"165000","165000",100,95829
"9174 Parducci Way","Sacramento","4","2 (2 0)",1232,0.16,"ac","1993",2013-06-04,133.93,"5/5",165000,"165000","165000",100,95829
"9232 elder creek Rd","Sacramento","2","1 (1 0)",874,2.33,"ac","1923",2013-06-21,189.93,"3/3",149970,"149970","166000",110.69,95829
"9066 La Maison Cir","Sacramento","3","2 (2 0)",1565,0.135,"ac","1990",2013-03-14,106.71,"2/2",167000,"167000","167000",100,95829
"8167 Saint Brendan Pl","Sacramento","3","2 (2 0)",1432,0.185,"ac","1992",2013-03-25,118.02,"5/5",169000,"169000","169000",100,95829
"9170 Sanday Ct","Sacramento","3","2 (2 0)",1284,0.184,"ac","1990",2013-04-11,132.4,"8/8",175000,"175000","170000",97.14,95829
"8168 Cashel Way","Sacramento","3","2 (2 0)",1160,0.114,"ac","1989",2013-02-20,147.41,"8/8",175000,"175000","171000",97.71,95829
"8116 Montevina Dr","Sacramento","3","2 (2 0)",1632,0.148,"ac","1989",2013-03-21,107.23,"1/1",175000,"175000","175000",100,95829
"9161 Purrington Ct","Sacramento","3","2 (2 0)",1675,0.133,"ac","2000",2013-02-27,104.48,"0/0",175000,"175000","175000",100,95829
"8049 Cardale Way","Sacramento","3","2 (2 0)",1160,0.119,"ac","1988",2013-01-17,150.86,"15/15",169000,"169000","175000",103.55,95829
"8108 Fitzroy Ct","Sacramento","3","2 (2 0)",1277,0.1169,"ac","1990",2013-07-17,137.04,"1/1",170000,"170000","175000",102.94,95829
"7941 Kelvedon Way","Sacramento","3","2 (2 0)",1339,0.134,"ac","2000",2013-03-27,131.81,"4/4",150000,"150000","176500",117.67,95829
"7980 Marsannay Way","Sacramento","3","2 (2 0)",1500,0.156,"ac","2002",2013-03-19,120,"5/5",170000,"170000","180000",105.88,95829
"8997 Emsdale Way","Sacramento","4","3 (3 0)",2237,0.157,"ac","1988",2013-01-10,80.46,"53/53",185000,"185000","180000",97.3,95829
"9142 Bramwell Way","Sacramento","3","2 (2 0)",1339,0.124,"ac","2001",2013-08-12,134.43,"5/5",150000,"180000","180000",100,95829
"7928 KELVEDON Way","Sacramento","3","2 (2 0)",1339,0.138,"ac","2000",2013-04-26,134.43,"2/2",180000,"180000","180000",100,95829
"8931 Sonoma Valley W","Sacramento","3","2 (2 0)",1255,0.134,"ac","1988",2013-02-26,143.43,"13/13",180000,"180000","180000",100,95829
"8989 Flinton Ct","Sacramento","3","2 (2 0)",1277,0.122,"ac","1988",2013-07-09,140.96,"77/77",170000,"170000","180000",105.88,95829
"8350 Soucran Ct","Sacramento","4","2 (2 0)",1490,NA,NA,"1994",2013-05-17,121.48,"28/28",170000,"181000","181000",100,95829
"6987 Hedge Ave","Sacramento","4","3 (2 1)",2188,0.486,"ac","1980",2013-01-28,82.95,"7/7",170000,"170000","181500",106.76,95829
"9205 Parducci Way","Sacramento","3","2 (2 0)",1501,0.133,"ac","1997",2013-03-06,121.25,"4/4",155000,"165000","182000",110.3,95829
"7824 Kelvedon Way","Sacramento","3","2 (2 0)",1577,0.13,"ac","2002",2013-03-05,116.68,"5/5",165000,"165000","184000",111.52,95829
"7852 Kelvedon Way","Sacramento","4","2 (2 0)",1577,0.131,"ac","2002",2013-05-08,117.31,"16/16",160000,"160000","185000",115.63,95829
"8108 Halladale Ct","Sacramento","3","2 (2 0)",1277,0.2,"ac","1991",2013-07-12,144.87,"12/12",180000,"180000","185000",102.78,95829
"9351 Dartford Ct","Sacramento","3","2 (2 0)",1181,0.11,"ac","1992",2013-08-02,156.65,"12/12",160000,"160000","185000",115.63,95829
"8173 Montevina Dr","Sacramento","3","2 (2 0)",1495,0.145,"ac","1990",2013-04-19,124.41,"4/4",179000,"191300","186000",97.23,95829
"9121 Bramwell Way","Sacramento","3-4","2 (2 0)",1577,0.1453,"ac","2001",2013-07-12,117.95,"8/8",174900,"174900","186000",106.35,95829
"7925 Bamburgh Ct","Sacramento","3","2 (2 0)",1339,0.1184,"ac","2001",2013-05-31,139.66,"1/1",185500,"185500","187000",100.81,95829
"9242 Parducci Way","Sacramento","3","2 (2 0)",1501,0.126,"ac","1996",2013-01-17,124.58,"14/14",155000,"155000","187000",120.65,95829
"9226 Lucchesi Dr","Sacramento","3","2 (2 0)",1317,0.136,"ac","2001",2013-02-06,142.18,"12/12",177000,"177000","187250",105.79,95829
"9138 Hemsworth Way","Sacramento","3","2 (2 0)",1691,0.161,"ac","2002",2013-02-08,112.36,"6/6",190000,"190000","190000",100,95829
"8053 Cardale Way","Sacramento","3","2 (2 0)",1284,0.119,"ac","1988",2013-03-20,147.98,"8/8",179000,"179000","190000",106.15,95829
"8274 Redford Way","Sacramento","3","2 (2 0)",1330,0.103,"ac","2000",2013-02-21,143.61,"37/37",178500,"178500","191000",107,95829
"9158 Tullamore Ct","Sacramento","4","3 (2 1)",1948,0.15,"ac","1990",2013-02-13,98.56,"4/4",200000,"200000","192000",96,95829
"9538 Gerber Rd","Sacramento","3","2 (2 0)",1947,0.3826,"ac","1965",2013-08-07,98.61,"14/23",185000,"185000","192000",103.78,95829
"9046 Martine Ct","Sacramento","3","2 (2 0)",1444,0.154,"ac","2008",2013-01-28,134.35,"11/11",160000,"160000","194000",121.25,95829
"9149 Warrington Ct","Sacramento","4","2 (2 0)",2060,0.136,"ac","1999",2013-04-26,94.66,"50/50",195000,"195000","195000",100,95829
"8149 Silverleaf Way","Sacramento","3","2 (2 0)",1432,0.137,"ac","1993",2013-02-28,136.17,"8/8",185000,"185000","195000",105.41,95829
"8038 Pinot Noir Way","Sacramento","3","2 (2 0)",1362,0.183,"ac","1994",2013-07-19,143.17,"80/80",145000,"187000","195000",104.28,95829
"9367 garston","Sacramento","3","2 (2 0)",1277,0.1105,"ac","1991",2013-05-08,152.7,"0/0",175000,"175000","195000",111.43,95829
"8154 rothbury Way","Sacramento","4","3 (3 0)",1710,NA,NA,"1990",2013-04-12,114.04,"12/12",189000,"189000","195000",103.17,95829
"8073 Langham Way","Sacramento","3","2 (2 0)",1350,0.139,"ac","1996",2013-02-01,144.81,"7/7",160000,"160000","195500",122.19,95829
"8159 Saint Brendan Pl","Sacramento","3","2 (2 0)",1207,0.1495,"ac","1994",2013-07-19,163.21,"4/4",190000,"210000","197000",93.81,95829
"8333 Sienna Sand Dr","Sacramento","3","3 (3 0)",2054,0.148,"ac","2008",2013-07-08,96.4,"31/31",187000,"187000","198000",105.88,95829
